faculty_id,rank,hire_date,department,salary,employment_status,tenure_status,research_focus
FAC_00000564,Full Professor,2004-09-05,Department of Astronomy,206138,Active,Tenured,Biology
FAC_00000565,Associate Professor,2009-10-26,Department of Biology,139128,Active,Tenured,Physics
FAC_00000566,Assistant Professor,2008-04-01,Department of Physics,93617,On Leave,Tenure-Track,Physics
FAC_00000567,Assistant Professor,2013-03-01,Department of Geological Sciences,117157,Active,Tenure-Track,Statistics
FAC_00000568,Full Professor,2003-03-11,Marine Science Institute,137175,Active,Tenured,Astronomy
FAC_00000569,Assistant Professor,2002-07-19,Department of Geological Sciences,81054,Active,Tenure-Track,Statistics
FAC_00000570,Assistant Professor,2003-02-07,Department of Biology,77821,Active,Tenure-Track,Biology
FAC_00000571,Assistant Professor,2010-04-01,Department of Astronomy,104606,Active,Tenure-Track,Environmental Science
FAC_00000572,Assistant Professor,2019-04-01,Marine Science Institute,100244,Active,Tenure-Track,Environmental Science
FAC_00000573,Assistant Professor,2007-04-07,Department of Mathematics,86216,Active,Tenure-Track,Environmental Science
FAC_00000574,Assistant Professor,2002-05-14,Department of Geological Sciences,83434,Active,Tenure-Track,Chemistry
FAC_00000575,Associate Professor,2002-08-15,Department of Statistics,151621,Active,Tenured,Astronomy
FAC_00000576,Assistant Professor,2011-02-24,Department of Biology,102902,Active,Tenure-Track,Chemistry
FAC_00000577,Associate Professor,2019-12-04,Marine Science Institute,104642,Active,Tenured,Physics
FAC_00000578,Assistant Professor,2008-11-14,Department of Astronomy,111038,Active,Tenure-Track,Marine Science
FAC_00000579,Assistant Professor,2019-08-12,Marine Science Institute,87715,Active,Tenure-Track,Geology
FAC_00000580,Assistant Professor,2023-01-15,Department of Biology,77180,Active,Tenure-Track,Physics
FAC_00000581,Full Professor,2013-07-05,Department of Mathematics,225930,Active,Tenured,Biology
FAC_00000582,Assistant Professor,2022-08-20,Department of Astronomy,72191,Active,Tenure-Track,Astronomy
FAC_00000583,Full Professor,2014-10-12,Department of Geological Sciences,255242,Active,Tenured,Astronomy
FAC_00000584,Assistant Professor,2018-06-08,Department of Statistics,107851,Active,Tenure-Track,Astronomy
FAC_00000585,Assistant Professor,2022-12-02,Marine Science Institute,105110,Active,Tenure-Track,Marine Science
FAC_00000586,Assistant Professor,2004-03-09,Department of Chemistry,100526,Active,Tenure-Track,Geology
FAC_00000587,Lecturer,2020-11-12,Department of Biology,56891,Active,Non-Tenure-Track,Mathematics
FAC_00000588,Full Professor,2018-04-02,Department of Astronomy,216208,Active,Tenured,Statistics
FAC_00000589,Full Professor,2016-02-06,Department of Mathematics,277125,Active,Tenured,Geology
FAC_00000590,Full Professor,2012-04-24,Department of Chemistry,130681,Active,Tenured,Marine Science
FAC_00000591,Assistant Professor,2017-10-18,Department of Chemistry,81316,On Leave,Tenure-Track,Marine Science
FAC_00000592,Assistant Professor,2015-05-27,Department of Astronomy,103709,On Leave,Tenure-Track,Geology
FAC_00000593,Associate Professor,2002-08-06,Department of Geological Sciences,119311,Active,Tenured,Biology
FAC_00000594,Full Professor,2002-04-01,Department of Mathematics,177429,Active,Tenured,Geology
FAC_00000595,Lecturer,2012-04-09,Department of Statistics,67874,Active,Non-Tenure-Track,Neuroscience
FAC_00000596,Assistant Professor,2021-12-26,Department of Chemistry,70389,Active,Tenure-Track,Biology
FAC_00000597,Associate Professor,2002-03-02,Department of Geological Sciences,154758,Active,Tenure-Track,Biology
FAC_00000598,Associate Professor,2019-03-18,Department of Geological Sciences,111929,Active,Tenured,Statistics
FAC_00000599,Full Professor,2010-05-15,Department of Astronomy,217890,Active,Tenured,Chemistry
FAC_00000600,Adjunct,2011-02-26,Department of Statistics,36408,Active,Non-Tenure-Track,Neuroscience
FAC_00000601,Assistant Professor,2010-10-26,Department of Biology,116673,Active,Tenure-Track,Chemistry
FAC_00000602,Lecturer,2001-12-26,Department of Astronomy,65524,Active,Non-Tenure-Track,Statistics
FAC_00000603,Full Professor,2011-01-03,Marine Science Institute,258483,Active,Tenured,Neuroscience
FAC_00000604,Adjunct,2010-08-23,Department of Physics,40493,Active,Non-Tenure-Track,Environmental Science
FAC_00000605,Associate Professor,2001-03-06,Department of Physics,152220,Active,Tenured,Neuroscience
FAC_00000606,Assistant Professor,2017-11-26,Department of Mathematics,113829,Active,Tenure-Track,Physics
FAC_00000607,Assistant Professor,2017-03-10,Marine Science Institute,110781,On Leave,Tenure-Track,Environmental Science
FAC_00000608,Full Professor,2020-01-12,Department of Geological Sciences,204621,Active,Tenured,Physics
FAC_00000609,Assistant Professor,2017-01-15,Marine Science Institute,113673,Active,Tenure-Track,Mathematics
FAC_00000610,Associate Professor,2014-12-14,Department of Statistics,134803,Active,Tenure-Track,Biology
FAC_00000611,Assistant Professor,2018-05-22,Department of Geological Sciences,97673,Active,Tenure-Track,Marine Science
FAC_00000612,Assistant Professor,2020-09-15,Department of Astronomy,118559,Active,Tenure-Track,Biology
FAC_00000613,Associate Professor,2014-12-25,Department of Chemistry,107290,Active,Tenure-Track,Physics
FAC_00000614,Associate Professor,2023-02-27,Department of Chemistry,152179,Active,Tenured,Marine Science
FAC_00000615,Associate Professor,2019-08-21,Marine Science Institute,126230,Active,Tenured,Statistics
FAC_00000616,Assistant Professor,2023-11-23,Department of Chemistry,91456,Active,Tenure-Track,Mathematics
FAC_00000617,Full Professor,2003-08-11,Marine Science Institute,161648,Active,Tenured,Statistics
FAC_00000618,Assistant Professor,2001-05-14,Marine Science Institute,71596,Active,Tenure-Track,Environmental Science
FAC_00000619,Assistant Professor,2020-02-20,Marine Science Institute,102652,Active,Tenure-Track,Physics
FAC_00000620,Full Professor,2011-10-28,Marine Science Institute,190783,Active,Tenured,Chemistry
FAC_00000621,Lecturer,2014-03-09,Department of Astronomy,63977,Active,Non-Tenure-Track,Chemistry
FAC_00000622,Assistant Professor,2001-01-13,Department of Statistics,119929,Active,Tenure-Track,Biology
FAC_00000623,Lecturer,2009-06-21,Department of Astronomy,59957,Active,Non-Tenure-Track,Marine Science
FAC_00000624,Assistant Professor,2006-09-08,Marine Science Institute,74650,On Leave,Tenure-Track,Marine Science
FAC_00000625,Assistant Professor,2014-09-28,Marine Science Institute,89597,Active,Tenure-Track,Chemistry
FAC_00000626,Associate Professor,2010-08-05,Department of Physics,153143,Active,Tenured,Environmental Science
FAC_00000627,Full Professor,2021-11-16,Department of Biology,257810,Active,Tenured,Geology
FAC_00000628,Assistant Professor,2011-11-05,Department of Biology,97769,Active,Tenure-Track,Statistics
FAC_00000629,Associate Professor,2019-06-17,Marine Science Institute,150242,Active,Tenured,Astronomy
FAC_00000630,Full Professor,2016-02-06,Department of Biology,141125,Active,Tenured,Physics
FAC_00000631,Assistant Professor,2015-03-11,Department of Biology,97311,Active,Tenure-Track,Biology
FAC_00000632,Assistant Professor,2008-10-02,Marine Science Institute,113496,Active,Tenure-Track,Mathematics
FAC_00000633,Assistant Professor,2012-10-26,Marine Science Institute,101087,Active,Tenure-Track,Environmental Science
FAC_00000634,Assistant Professor,2010-12-11,Department of Statistics,118335,Active,Tenure-Track,Physics
FAC_00000635,Associate Professor,2002-07-13,Department of Chemistry,124837,Active,Tenured,Statistics
FAC_00000636,Associate Professor,2004-09-10,Department of Biology,143307,On Leave,Tenured,Physics
FAC_00000637,Lecturer,2007-12-09,Department of Mathematics,72524,Active,Non-Tenure-Track,Chemistry
FAC_00000638,Assistant Professor,2013-09-24,Department of Statistics,70770,Active,Tenure-Track,Astronomy
FAC_00000639,Assistant Professor,2000-12-05,Department of Physics,71658,Active,Tenure-Track,Chemistry
FAC_00000640,Associate Professor,2006-04-16,Department of Astronomy,148057,Active,Tenured,Neuroscience
FAC_00000641,Lecturer,2018-04-21,Department of Biology,66761,Active,Non-Tenure-Track,Biology
FAC_00000642,Lecturer,2010-04-15,Department of Mathematics,87726,Active,Non-Tenure-Track,Neuroscience
FAC_00000643,Adjunct,2021-10-25,Marine Science Institute,51293,Active,Non-Tenure-Track,Chemistry
FAC_00000644,Lecturer,2009-02-26,Department of Biology,58993,Active,Non-Tenure-Track,Biology
FAC_00000645,Lecturer,2010-03-04,Department of Biology,65304,Active,Non-Tenure-Track,Chemistry
FAC_00000646,Assistant Professor,2007-03-03,Department of Physics,110259,Active,Tenure-Track,Chemistry
FAC_00000647,Associate Professor,2023-02-02,Department of Chemistry,140116,Active,Tenured,Marine Science
FAC_00000648,Assistant Professor,2003-02-17,Department of Statistics,100946,Active,Tenure-Track,Mathematics
FAC_00000649,Assistant Professor,2009-08-17,Department of Physics,100176,Active,Tenure-Track,Marine Science
FAC_00000650,Associate Professor,2011-01-08,Department of Astronomy,146867,Active,Tenured,Environmental Science
FAC_00000651,Full Professor,2001-12-12,Department of Biology,171299,Active,Tenured,Marine Science
FAC_00000652,Adjunct,2014-12-18,Department of Chemistry,57754,Active,Non-Tenure-Track,Neuroscience
FAC_00000653,Associate Professor,2009-07-26,Marine Science Institute,106000,Active,Tenure-Track,Physics
FAC_00000654,Associate Professor,2023-12-20,Department of Chemistry,131978,Active,Tenure-Track,Neuroscience
FAC_00000655,Lecturer,2022-01-22,Department of Physics,88307,Active,Non-Tenure-Track,Statistics
FAC_00000656,Associate Professor,2015-02-15,Marine Science Institute,146787,Active,Tenured,Biology
FAC_00000657,Assistant Professor,2007-01-28,Department of Biology,79531,Active,Tenure-Track,Biology
FAC_00000658,Full Professor,2015-08-10,Department of Biology,196721,Active,Tenured,Mathematics
FAC_00000659,Associate Professor,2007-12-02,Department of Statistics,127296,Active,Tenure-Track,Physics
FAC_00000660,Assistant Professor,2018-11-08,Department of Physics,109344,Active,Tenure-Track,Geology
FAC_00000661,Full Professor,2007-10-05,Department of Geological Sciences,192493,Active,Tenured,Mathematics
FAC_00000662,Associate Professor,2020-06-04,Department of Astronomy,108287,Active,Tenured,Environmental Science
FAC_00000663,Assistant Professor,2011-10-20,Department of Astronomy,78034,Active,Tenure-Track,Physics
FAC_00000664,Full Professor,2015-10-09,Department of Astronomy,277785,Active,Tenured,Geology
FAC_00000665,Associate Professor,2015-12-12,Department of Mathematics,150230,Active,Tenured,Statistics
FAC_00000666,Adjunct,2006-03-20,Department of Mathematics,35754,Active,Non-Tenure-Track,Neuroscience
FAC_00000667,Assistant Professor,2014-06-24,Department of Mathematics,98473,Active,Tenure-Track,Biology
FAC_00000668,Associate Professor,2021-02-16,Department of Statistics,124669,Active,Tenured,Geology
FAC_00000669,Assistant Professor,2002-02-06,Department of Biology,91040,Active,Tenure-Track,Neuroscience
FAC_00000670,Lecturer,2020-03-05,Department of Biology,62277,Active,Non-Tenure-Track,Mathematics
FAC_00000671,Lecturer,2001-08-13,Department of Mathematics,62697,Active,Non-Tenure-Track,Marine Science
FAC_00000672,Assistant Professor,2018-12-09,Department of Physics,116397,Active,Tenure-Track,Biology
FAC_00000673,Associate Professor,2000-04-08,Department of Statistics,146323,Active,Tenured,Statistics
FAC_00000674,Full Professor,2005-09-15,Department of Astronomy,179736,On Leave,Tenured,Statistics
FAC_00000675,Lecturer,2017-03-06,Department of Statistics,74943,Active,Non-Tenure-Track,Geology
FAC_00000676,Full Professor,2006-01-12,Department of Chemistry,190213,Active,Tenured,Geology
FAC_00000677,Assistant Professor,2013-05-05,Department of Geological Sciences,108853,Active,Tenure-Track,Mathematics
FAC_00000678,Full Professor,2017-03-04,Department of Chemistry,238606,Active,Tenured,Physics
FAC_00000679,Associate Professor,2012-07-06,Department of Biology,153152,Active,Tenured,Geology
FAC_00000680,Assistant Professor,2014-07-22,Department of Chemistry,79886,Active,Tenure-Track,Astronomy
FAC_00000681,Associate Professor,2011-06-22,Department of Chemistry,114028,Active,Tenured,Chemistry
FAC_00000682,Full Professor,2024-05-19,Department of Astronomy,156349,Active,Tenured,Marine Science
FAC_00000683,Assistant Professor,2016-11-13,Department of Geological Sciences,79947,Active,Tenure-Track,Mathematics
FAC_00000684,Associate Professor,2009-04-07,Department of Chemistry,134854,Active,Tenured,Marine Science
FAC_00000685,Assistant Professor,2020-12-24,Department of Physics,90973,Active,Tenure-Track,Biology
FAC_00000686,Full Professor,2002-01-23,Department of Geological Sciences,175164,Active,Tenured,Mathematics
FAC_00000687,Lecturer,2024-09-27,Department of Physics,51033,On Leave,Non-Tenure-Track,Astronomy
FAC_00000688,Lecturer,2016-04-07,Department of Astronomy,61051,Active,Non-Tenure-Track,Statistics
FAC_00000689,Assistant Professor,2015-05-10,Department of Astronomy,105622,Active,Tenure-Track,Environmental Science
FAC_00000690,Associate Professor,2005-05-15,Marine Science Institute,148221,Active,Tenured,Physics
FAC_00000691,Lecturer,2023-01-10,Department of Chemistry,74198,Active,Non-Tenure-Track,Mathematics
FAC_00000692,Assistant Professor,2002-09-27,Department of Biology,96131,Active,Tenure-Track,Astronomy
FAC_00000693,Associate Professor,2017-09-16,Department of Astronomy,109761,Active,Tenure-Track,Geology
FAC_00000694,Full Professor,2021-09-20,Department of Statistics,278790,Active,Tenured,Environmental Science
FAC_00000695,Assistant Professor,2002-10-11,Department of Geological Sciences,108792,Active,Tenure-Track,Environmental Science
FAC_00000696,Assistant Professor,2020-01-09,Department of Physics,91774,Active,Tenure-Track,Marine Science
FAC_00000697,Associate Professor,2004-08-01,Department of Astronomy,126769,Active,Tenure-Track,Biology
FAC_00000698,Full Professor,2002-03-01,Department of Geological Sciences,267761,Active,Tenured,Astronomy
FAC_00000699,Associate Professor,2014-06-20,Department of Geological Sciences,126311,Active,Tenured,Chemistry
