enrollment_id,student_id,course_id,semester,year,grade,grade_point,credits_earned
ENR_0000138729,STU_00006971,CRS_00000463,Fall,2025,A-,3.63,4
ENR_0000138730,STU_00006971,CRS_00000111,Fall,2017,A-,3.33,3
ENR_0000138731,STU_00006971,CRS_00000260,Spring,2018,B+,3.02,3
ENR_0000138732,STU_00006971,CRS_00000355,Spring,2017,B,2.78,3
ENR_0000138733,STU_00006971,CRS_00000022,Spring,2020,A-,3.34,3
ENR_0000138734,STU_00006971,CRS_00000288,Fall,2017,A,3.76,3
ENR_0000138735,STU_00006971,CRS_00000045,Summer,2025,A,3.85,3
ENR_0000138736,STU_00006971,CRS_00000246,Fall,2022,A-,3.48,3
ENR_0000138737,STU_00006971,CRS_00000125,Fall,2024,B+,3.11,3
ENR_0000138738,STU_00006971,CRS_00000424,Summer,2020,B-,2.61,2
ENR_0000138739,STU_00006971,CRS_00000114,Summer,2023,B+,3.08,3
ENR_0000138740,STU_00006971,CRS_00000050,Spring,2018,B,2.74,4
ENR_0000138741,STU_00006971,CRS_00000468,Spring,2024,B,2.97,3
ENR_0000138742,STU_00006971,CRS_00000310,Fall,2021,A-,3.46,3
ENR_0000138743,STU_00006971,CRS_00000245,Spring,2021,B+,3.11,3
ENR_0000138744,STU_00006972,CRS_00000487,Summer,2024,A-,3.4,3
ENR_0000138745,STU_00006972,CRS_00000448,Spring,2023,A-,3.48,1
ENR_0000138746,STU_00006972,CRS_00000449,Summer,2023,A-,3.55,3
ENR_0000138747,STU_00006972,CRS_00000357,Spring,2025,A,3.94,3
ENR_0000138748,STU_00006972,CRS_00000398,Summer,2024,A,3.71,3
ENR_0000138749,STU_00006972,CRS_00000071,Fall,2024,A-,3.62,3
ENR_0000138750,STU_00006972,CRS_00000261,Fall,2025,A,3.71,3
ENR_0000138751,STU_00006972,CRS_00000446,Fall,2025,A-,3.62,3
ENR_0000138752,STU_00006972,CRS_00000386,Fall,2024,A-,3.4,4
ENR_0000138753,STU_00006972,CRS_00000384,Summer,2023,A,4.0,4
ENR_0000138754,STU_00006972,CRS_00000062,Spring,2023,A-,3.46,3
ENR_0000138755,STU_00006972,CRS_00000020,Fall,2025,A-,3.49,4
ENR_0000138756,STU_00006973,CRS_00000024,Fall,2023,A-,3.68,3
ENR_0000138757,STU_00006973,CRS_00000185,Fall,2025,A-,3.53,3
ENR_0000138758,STU_00006973,CRS_00000070,Spring,2025,A-,3.31,3
ENR_0000138759,STU_00006973,CRS_00000090,Spring,2023,A,4.0,3
ENR_0000138760,STU_00006973,CRS_00000331,Summer,2025,A-,3.45,4
ENR_0000138761,STU_00006973,CRS_00000236,Summer,2024,A,3.93,3
ENR_0000138762,STU_00006973,CRS_00000133,Fall,2025,A,4.0,3
ENR_0000138763,STU_00006973,CRS_00000313,Spring,2024,A-,3.65,1
ENR_0000138764,STU_00006973,CRS_00000058,Spring,2024,A-,3.49,2
ENR_0000138765,STU_00006973,CRS_00000371,Summer,2024,A,3.82,3
ENR_0000138766,STU_00006973,CRS_00000095,Summer,2024,A,3.71,3
ENR_0000138767,STU_00006973,CRS_00000409,Fall,2023,A-,3.41,3
ENR_0000138768,STU_00006974,CRS_00000038,Summer,2024,A-,3.41,2
ENR_0000138769,STU_00006974,CRS_00000180,Spring,2024,A,3.95,4
ENR_0000138770,STU_00006974,CRS_00000200,Fall,2024,B+,3.26,3
ENR_0000138771,STU_00006974,CRS_00000130,Summer,2025,B+,3.18,3
ENR_0000138772,STU_00006974,CRS_00000422,Spring,2024,A-,3.51,2
ENR_0000138773,STU_00006974,CRS_00000176,Summer,2024,A,4.0,3
ENR_0000138774,STU_00006974,CRS_00000394,Summer,2025,A-,3.56,4
ENR_0000138775,STU_00006974,CRS_00000237,Fall,2025,A-,3.6,2
ENR_0000138776,STU_00006975,CRS_00000251,Spring,2020,B-,2.66,3
ENR_0000138777,STU_00006975,CRS_00000267,Spring,2022,A-,3.46,3
ENR_0000138778,STU_00006975,CRS_00000409,Spring,2019,A-,3.49,3
ENR_0000138779,STU_00006975,CRS_00000223,Summer,2018,B,2.77,3
ENR_0000138780,STU_00006975,CRS_00000387,Summer,2019,B-,2.59,3
ENR_0000138781,STU_00006975,CRS_00000166,Spring,2020,A-,3.31,3
ENR_0000138782,STU_00006975,CRS_00000255,Fall,2022,B-,2.68,3
ENR_0000138783,STU_00006975,CRS_00000267,Fall,2018,B,2.9,3
ENR_0000138784,STU_00006975,CRS_00000034,Fall,2024,A-,3.35,3
ENR_0000138785,STU_00006975,CRS_00000288,Summer,2018,A,3.84,3
ENR_0000138786,STU_00006975,CRS_00000311,Summer,2025,A-,3.46,3
ENR_0000138787,STU_00006975,CRS_00000476,Spring,2018,A-,3.47,3
ENR_0000138788,STU_00006975,CRS_00000480,Spring,2023,A,3.91,2
ENR_0000138789,STU_00006975,CRS_00000451,Spring,2023,B,2.78,3
ENR_0000138790,STU_00006975,CRS_00000298,Spring,2023,B+,3.17,3
ENR_0000138791,STU_00006975,CRS_00000022,Spring,2019,B,2.93,3
ENR_0000138792,STU_00006975,CRS_00000408,Summer,2018,A-,3.65,1
ENR_0000138793,STU_00006975,CRS_00000186,Summer,2025,B,2.92,3
ENR_0000138794,STU_00006975,CRS_00000177,Summer,2018,B+,3.29,3
ENR_0000138795,STU_00006975,CRS_00000078,Fall,2022,B,2.88,3
ENR_0000138796,STU_00006975,CRS_00000053,Spring,2021,A,3.71,3
ENR_0000138797,STU_00006975,CRS_00000209,Fall,2020,B+,3.24,2
ENR_0000138798,STU_00006975,CRS_00000319,Spring,2021,A-,3.56,4
ENR_0000138799,STU_00006975,CRS_00000312,Fall,2023,B+,3.08,2
ENR_0000138800,STU_00006975,CRS_00000228,Spring,2018,B,2.98,4
ENR_0000138801,STU_00006975,CRS_00000481,Spring,2020,A-,3.58,3
ENR_0000138802,STU_00006975,CRS_00000014,Fall,2021,A-,3.47,1
ENR_0000138803,STU_00006975,CRS_00000405,Summer,2019,B+,3.3,4
ENR_0000138804,STU_00006975,CRS_00000163,Summer,2018,A-,3.63,3
ENR_0000138805,STU_00006975,CRS_00000222,Fall,2021,B+,3.29,4
ENR_0000138806,STU_00006975,CRS_00000176,Fall,2021,B+,3.13,3
ENR_0000138807,STU_00006975,CRS_00000272,Fall,2018,A-,3.58,3
ENR_0000138808,STU_00006976,CRS_00000193,Summer,2025,A-,3.42,3
ENR_0000138809,STU_00006976,CRS_00000090,Fall,2025,B+,3.21,3
ENR_0000138810,STU_00006976,CRS_00000199,Summer,2025,A,3.84,3
ENR_0000138811,STU_00006976,CRS_00000321,Fall,2025,A-,3.53,3
ENR_0000138812,STU_00006977,CRS_00000366,Fall,2025,A-,3.52,3
ENR_0000138813,STU_00006977,CRS_00000013,Spring,2022,A-,3.39,4
ENR_0000138814,STU_00006977,CRS_00000162,Summer,2021,A-,3.39,3
ENR_0000138815,STU_00006977,CRS_00000264,Spring,2025,B+,3.26,1
ENR_0000138816,STU_00006977,CRS_00000205,Spring,2023,B,2.77,2
ENR_0000138817,STU_00006977,CRS_00000482,Fall,2025,B+,3.18,3
ENR_0000138818,STU_00006977,CRS_00000137,Summer,2022,A-,3.46,3
ENR_0000138819,STU_00006977,CRS_00000297,Fall,2025,B-,2.64,3
ENR_0000138820,STU_00006977,CRS_00000293,Spring,2021,A-,3.55,4
ENR_0000138821,STU_00006977,CRS_00000263,Summer,2023,B,2.92,3
ENR_0000138822,STU_00006977,CRS_00000277,Spring,2023,A-,3.53,4
ENR_0000138823,STU_00006977,CRS_00000125,Spring,2023,B,2.81,3
ENR_0000138824,STU_00006977,CRS_00000151,Summer,2022,B,2.83,3
ENR_0000138825,STU_00006977,CRS_00000015,Summer,2025,A-,3.67,3
ENR_0000138826,STU_00006977,CRS_00000364,Spring,2025,B-,2.69,3
ENR_0000138827,STU_00006977,CRS_00000362,Spring,2021,B-,2.68,3
ENR_0000138828,STU_00006977,CRS_00000118,Spring,2023,B-,2.68,3
ENR_0000138829,STU_00006977,CRS_00000162,Fall,2023,A-,3.63,3
ENR_0000138830,STU_00006977,CRS_00000067,Fall,2021,A-,3.65,3
ENR_0000138831,STU_00006977,CRS_00000146,Spring,2024,B-,2.59,1
ENR_0000138832,STU_00006978,CRS_00000134,Spring,2024,B-,2.56,3
ENR_0000138833,STU_00006978,CRS_00000136,Spring,2025,A-,3.63,3
ENR_0000138834,STU_00006978,CRS_00000225,Spring,2023,C,2.21,3
ENR_0000138835,STU_00006978,CRS_00000201,Fall,2024,A-,3.64,2
ENR_0000138836,STU_00006978,CRS_00000072,Summer,2025,B+,3.03,4
ENR_0000138837,STU_00006978,CRS_00000090,Summer,2023,B,2.91,3
ENR_0000138838,STU_00006978,CRS_00000172,Summer,2023,B-,2.68,3
ENR_0000138839,STU_00006978,CRS_00000490,Summer,2024,B-,2.68,4
ENR_0000138840,STU_00006978,CRS_00000195,Fall,2024,A,3.73,3
ENR_0000138841,STU_00006978,CRS_00000287,Spring,2025,A,3.87,3
ENR_0000138842,STU_00006978,CRS_00000051,Summer,2023,B,2.76,3
ENR_0000138843,STU_00006978,CRS_00000253,Fall,2024,B+,3.07,3
ENR_0000138844,STU_00006978,CRS_00000075,Spring,2025,B,2.85,3
ENR_0000138845,STU_00006978,CRS_00000295,Fall,2024,B,2.82,3
ENR_0000138846,STU_00006978,CRS_00000169,Spring,2022,B,2.98,4
ENR_0000138847,STU_00006978,CRS_00000318,Fall,2025,A-,3.52,3
ENR_0000138848,STU_00006979,CRS_00000080,Summer,2023,B,2.87,3
ENR_0000138849,STU_00006979,CRS_00000222,Fall,2021,B-,2.66,4
ENR_0000138850,STU_00006979,CRS_00000445,Spring,2022,A,3.71,3
ENR_0000138851,STU_00006979,CRS_00000114,Spring,2018,C,2.02,3
ENR_0000138852,STU_00006979,CRS_00000338,Fall,2017,B,2.73,3
ENR_0000138853,STU_00006979,CRS_00000081,Spring,2020,B+,3.01,3
ENR_0000138854,STU_00006979,CRS_00000395,Spring,2025,B+,3.2,2
ENR_0000138855,STU_00006979,CRS_00000221,Spring,2020,B-,2.53,3
ENR_0000138856,STU_00006979,CRS_00000022,Spring,2022,A-,3.31,3
ENR_0000138857,STU_00006979,CRS_00000189,Summer,2024,B+,3.19,2
ENR_0000138858,STU_00006979,CRS_00000346,Spring,2019,D,1.95,3
ENR_0000138859,STU_00006979,CRS_00000343,Spring,2022,B+,3.14,2
ENR_0000138860,STU_00006979,CRS_00000264,Summer,2025,B,2.91,1
ENR_0000138861,STU_00006979,CRS_00000139,Spring,2017,B,2.95,3
ENR_0000138862,STU_00006979,CRS_00000261,Fall,2023,B+,3.04,3
ENR_0000138863,STU_00006979,CRS_00000071,Fall,2017,B-,2.68,3
ENR_0000138864,STU_00006979,CRS_00000332,Summer,2023,A-,3.64,3
ENR_0000138865,STU_00006979,CRS_00000225,Fall,2017,A-,3.47,3
ENR_0000138866,STU_00006979,CRS_00000247,Fall,2019,C,2.16,3
ENR_0000138867,STU_00006979,CRS_00000091,Spring,2021,B-,2.46,3
ENR_0000138868,STU_00006979,CRS_00000010,Summer,2021,B+,3.16,3
ENR_0000138869,STU_00006979,CRS_00000350,Summer,2022,B+,3.09,3
ENR_0000138870,STU_00006979,CRS_00000132,Spring,2022,A-,3.35,3
ENR_0000138871,STU_00006979,CRS_00000098,Summer,2020,B+,3.3,3
ENR_0000138872,STU_00006979,CRS_00000064,Spring,2025,D,1.94,2
ENR_0000138873,STU_00006979,CRS_00000460,Spring,2024,D,1.45,4
ENR_0000138874,STU_00006979,CRS_00000312,Spring,2021,B-,2.69,2
ENR_0000138875,STU_00006979,CRS_00000190,Summer,2024,B,2.75,3
ENR_0000138876,STU_00006979,CRS_00000095,Fall,2020,B,2.78,3
ENR_0000138877,STU_00006979,CRS_00000381,Spring,2025,B,2.83,3
ENR_0000138878,STU_00006979,CRS_00000265,Summer,2017,B+,3.29,3
ENR_0000138879,STU_00006979,CRS_00000180,Fall,2017,A,3.78,4
ENR_0000138880,STU_00006979,CRS_00000191,Fall,2024,B,2.89,3
ENR_0000138881,STU_00006979,CRS_00000432,Spring,2025,B,2.95,3
ENR_0000138882,STU_00006979,CRS_00000049,Summer,2017,B+,3.07,3
ENR_0000138883,STU_00006979,CRS_00000139,Spring,2024,D,1.46,3
ENR_0000138884,STU_00006980,CRS_00000278,Summer,2025,B,2.73,3
ENR_0000138885,STU_00006980,CRS_00000339,Fall,2025,B+,3.02,4
ENR_0000138886,STU_00006980,CRS_00000148,Summer,2025,B-,2.34,3
ENR_0000138887,STU_00006980,CRS_00000364,Summer,2025,C,2.03,3
ENR_0000138888,STU_00006981,CRS_00000231,Fall,2020,B+,3.3,3
ENR_0000138889,STU_00006981,CRS_00000200,Fall,2023,A-,3.56,3
ENR_0000138890,STU_00006981,CRS_00000162,Spring,2024,A,3.73,3
ENR_0000138891,STU_00006981,CRS_00000263,Spring,2024,A,3.82,3
ENR_0000138892,STU_00006981,CRS_00000072,Summer,2019,A,3.9,4
ENR_0000138893,STU_00006981,CRS_00000148,Spring,2023,B,2.86,3
ENR_0000138894,STU_00006981,CRS_00000145,Fall,2020,A-,3.33,3
ENR_0000138895,STU_00006981,CRS_00000373,Summer,2019,A-,3.4,3
ENR_0000138896,STU_00006981,CRS_00000090,Spring,2019,A-,3.67,3
ENR_0000138897,STU_00006981,CRS_00000370,Fall,2022,A-,3.48,3
ENR_0000138898,STU_00006981,CRS_00000015,Summer,2022,A,3.8,3
ENR_0000138899,STU_00006981,CRS_00000297,Spring,2021,A,4.0,3
ENR_0000138900,STU_00006981,CRS_00000441,Summer,2019,A-,3.68,3
ENR_0000138901,STU_00006981,CRS_00000479,Summer,2019,A-,3.55,2
ENR_0000138902,STU_00006981,CRS_00000005,Summer,2025,A-,3.63,3
ENR_0000138903,STU_00006981,CRS_00000380,Fall,2024,A-,3.55,3
ENR_0000138904,STU_00006981,CRS_00000156,Fall,2023,A-,3.67,3
ENR_0000138905,STU_00006981,CRS_00000351,Spring,2024,A,3.87,3
ENR_0000138906,STU_00006981,CRS_00000173,Fall,2024,B+,3.01,3
ENR_0000138907,STU_00006981,CRS_00000465,Summer,2025,A,3.89,3
ENR_0000138908,STU_00006981,CRS_00000255,Summer,2019,A-,3.44,3
ENR_0000138909,STU_00006981,CRS_00000436,Fall,2021,A,3.99,3
ENR_0000138910,STU_00006981,CRS_00000106,Spring,2022,A-,3.56,2
ENR_0000138911,STU_00006981,CRS_00000354,Spring,2022,A,3.8,1
ENR_0000138912,STU_00006981,CRS_00000464,Fall,2020,B+,3.28,3
ENR_0000138913,STU_00006981,CRS_00000200,Spring,2021,A,3.93,3
ENR_0000138914,STU_00006981,CRS_00000217,Summer,2019,A-,3.5,3
ENR_0000138915,STU_00006981,CRS_00000024,Summer,2023,A,4.0,3
ENR_0000138916,STU_00006982,CRS_00000233,Fall,2025,A-,3.63,3
ENR_0000138917,STU_00006982,CRS_00000051,Spring,2019,A-,3.36,3
ENR_0000138918,STU_00006982,CRS_00000108,Summer,2022,A-,3.54,3
ENR_0000138919,STU_00006982,CRS_00000438,Summer,2024,B,2.96,3
ENR_0000138920,STU_00006982,CRS_00000319,Summer,2022,B+,3.16,4
ENR_0000138921,STU_00006982,CRS_00000264,Summer,2025,A-,3.51,1
ENR_0000138922,STU_00006982,CRS_00000452,Spring,2020,B,2.72,3
ENR_0000138923,STU_00006982,CRS_00000224,Fall,2024,A-,3.53,3
ENR_0000138924,STU_00006982,CRS_00000078,Summer,2018,B+,3.13,3
ENR_0000138925,STU_00006982,CRS_00000483,Fall,2018,B+,3.14,3
ENR_0000138926,STU_00006982,CRS_00000023,Spring,2025,B,2.83,3
ENR_0000138927,STU_00006982,CRS_00000165,Fall,2021,B,2.8,4
ENR_0000138928,STU_00006982,CRS_00000101,Fall,2024,B,3.0,3
ENR_0000138929,STU_00006982,CRS_00000201,Summer,2025,B+,3.22,2
ENR_0000138930,STU_00006982,CRS_00000066,Summer,2019,B+,3.12,3
ENR_0000138931,STU_00006982,CRS_00000447,Fall,2023,B+,3.18,3
ENR_0000138932,STU_00006982,CRS_00000152,Spring,2019,B+,3.28,2
ENR_0000138933,STU_00006982,CRS_00000216,Spring,2024,A-,3.44,4
ENR_0000138934,STU_00006982,CRS_00000061,Summer,2022,A-,3.55,3
ENR_0000138935,STU_00006982,CRS_00000462,Summer,2024,B+,3.16,3
ENR_0000138936,STU_00006982,CRS_00000388,Spring,2024,A-,3.42,2
ENR_0000138937,STU_00006982,CRS_00000466,Fall,2024,B+,3.15,3
ENR_0000138938,STU_00006982,CRS_00000005,Fall,2022,A,3.96,3
ENR_0000138939,STU_00006982,CRS_00000008,Spring,2021,A-,3.43,2
ENR_0000138940,STU_00006982,CRS_00000180,Summer,2021,B+,3.29,4
ENR_0000138941,STU_00006982,CRS_00000490,Spring,2022,B,2.79,4
ENR_0000138942,STU_00006982,CRS_00000130,Summer,2024,A-,3.44,3
ENR_0000138943,STU_00006982,CRS_00000412,Summer,2019,B,2.71,3
ENR_0000138944,STU_00006982,CRS_00000413,Spring,2021,A,3.72,3
ENR_0000138945,STU_00006982,CRS_00000254,Summer,2019,B-,2.66,4
ENR_0000138946,STU_00006982,CRS_00000447,Fall,2025,B+,3.16,3
ENR_0000138947,STU_00006982,CRS_00000465,Fall,2023,B,2.81,3
ENR_0000138948,STU_00006983,CRS_00000205,Summer,2020,B+,3.19,2
ENR_0000138949,STU_00006983,CRS_00000261,Spring,2020,A,3.91,3
ENR_0000138950,STU_00006983,CRS_00000404,Summer,2022,B-,2.56,3
ENR_0000138951,STU_00006983,CRS_00000277,Fall,2023,A-,3.53,4
ENR_0000138952,STU_00006983,CRS_00000285,Summer,2025,B,2.78,3
ENR_0000138953,STU_00006983,CRS_00000426,Summer,2020,B,2.93,3
ENR_0000138954,STU_00006983,CRS_00000067,Fall,2025,A-,3.61,3
ENR_0000138955,STU_00006983,CRS_00000330,Spring,2022,B+,3.26,3
ENR_0000138956,STU_00006983,CRS_00000334,Spring,2023,B,2.75,3
ENR_0000138957,STU_00006983,CRS_00000305,Fall,2022,A,3.88,3
ENR_0000138958,STU_00006983,CRS_00000253,Fall,2022,B-,2.5,3
ENR_0000138959,STU_00006983,CRS_00000138,Fall,2024,B+,3.27,3
ENR_0000138960,STU_00006983,CRS_00000051,Fall,2021,B,2.73,3
ENR_0000138961,STU_00006983,CRS_00000198,Summer,2025,B+,3.06,2
ENR_0000138962,STU_00006983,CRS_00000349,Summer,2022,B-,2.63,3
ENR_0000138963,STU_00006983,CRS_00000035,Fall,2021,B-,2.55,4
ENR_0000138964,STU_00006983,CRS_00000082,Spring,2022,A-,3.36,3
ENR_0000138965,STU_00006983,CRS_00000320,Spring,2024,A,3.71,3
ENR_0000138966,STU_00006983,CRS_00000288,Fall,2023,B,2.94,3
ENR_0000138967,STU_00006983,CRS_00000425,Summer,2025,B+,3.09,3
ENR_0000138968,STU_00006983,CRS_00000142,Fall,2025,B,2.91,3
ENR_0000138969,STU_00006983,CRS_00000182,Summer,2021,B,2.87,4
ENR_0000138970,STU_00006983,CRS_00000193,Fall,2022,A-,3.4,3
ENR_0000138971,STU_00006983,CRS_00000251,Spring,2024,A,3.83,3
ENR_0000138972,STU_00006984,CRS_00000264,Summer,2024,B+,3.19,1
ENR_0000138973,STU_00006984,CRS_00000018,Summer,2023,A-,3.32,2
ENR_0000138974,STU_00006984,CRS_00000163,Spring,2024,A,3.97,3
ENR_0000138975,STU_00006984,CRS_00000062,Summer,2023,A-,3.59,3
ENR_0000138976,STU_00006984,CRS_00000152,Spring,2024,B,2.98,2
ENR_0000138977,STU_00006984,CRS_00000174,Fall,2025,B+,3.08,3
ENR_0000138978,STU_00006984,CRS_00000087,Fall,2024,D,1.78,3
ENR_0000138979,STU_00006984,CRS_00000492,Spring,2025,A,3.83,2
ENR_0000138980,STU_00006984,CRS_00000304,Summer,2024,A-,3.4,3
ENR_0000138981,STU_00006984,CRS_00000324,Spring,2023,A-,3.33,3
ENR_0000138982,STU_00006984,CRS_00000332,Summer,2024,A-,3.33,3
ENR_0000138983,STU_00006984,CRS_00000169,Fall,2024,B+,3.26,4
ENR_0000138984,STU_00006985,CRS_00000117,Fall,2018,A-,3.64,3
ENR_0000138985,STU_00006985,CRS_00000416,Fall,2020,A-,3.43,3
ENR_0000138986,STU_00006985,CRS_00000212,Summer,2018,A,3.96,3
ENR_0000138987,STU_00006985,CRS_00000401,Summer,2018,A,3.83,3
ENR_0000138988,STU_00006985,CRS_00000298,Spring,2024,A-,3.6,3
ENR_0000138989,STU_00006985,CRS_00000018,Summer,2024,A,3.88,2
ENR_0000138990,STU_00006985,CRS_00000306,Spring,2022,A-,3.67,3
ENR_0000138991,STU_00006985,CRS_00000473,Summer,2023,B+,3.24,3
ENR_0000138992,STU_00006985,CRS_00000115,Summer,2023,A-,3.36,4
ENR_0000138993,STU_00006985,CRS_00000413,Spring,2021,A,3.72,3
ENR_0000138994,STU_00006985,CRS_00000325,Summer,2023,A-,3.43,1
ENR_0000138995,STU_00006985,CRS_00000169,Fall,2019,A-,3.64,4
ENR_0000138996,STU_00006985,CRS_00000410,Summer,2023,A-,3.62,3
ENR_0000138997,STU_00006985,CRS_00000060,Spring,2021,A-,3.54,3
ENR_0000138998,STU_00006985,CRS_00000372,Summer,2022,A,3.98,3
ENR_0000138999,STU_00006985,CRS_00000149,Summer,2021,B+,3.21,4
ENR_0000139000,STU_00006985,CRS_00000400,Fall,2023,A-,3.42,3
ENR_0000139001,STU_00006985,CRS_00000414,Spring,2024,B+,3.22,1
ENR_0000139002,STU_00006985,CRS_00000383,Summer,2023,A,4.0,2
ENR_0000139003,STU_00006985,CRS_00000423,Summer,2021,A-,3.37,3
ENR_0000139004,STU_00006985,CRS_00000058,Spring,2020,A,3.92,2
ENR_0000139005,STU_00006985,CRS_00000155,Fall,2018,A-,3.52,3
ENR_0000139006,STU_00006985,CRS_00000091,Summer,2018,A-,3.52,3
ENR_0000139007,STU_00006985,CRS_00000451,Summer,2025,A-,3.62,3
ENR_0000139008,STU_00006985,CRS_00000377,Fall,2022,A-,3.42,3
ENR_0000139009,STU_00006985,CRS_00000288,Summer,2022,B+,3.29,3
ENR_0000139010,STU_00006985,CRS_00000156,Spring,2024,A-,3.3,3
ENR_0000139011,STU_00006985,CRS_00000285,Fall,2022,A-,3.31,3
ENR_0000139012,STU_00006985,CRS_00000180,Fall,2020,B+,3.01,4
ENR_0000139013,STU_00006985,CRS_00000198,Summer,2019,B+,3.14,2
ENR_0000139014,STU_00006985,CRS_00000167,Spring,2024,A,3.79,3
ENR_0000139015,STU_00006985,CRS_00000437,Spring,2019,A,3.98,3
ENR_0000139016,STU_00006986,CRS_00000339,Summer,2024,B+,3.11,4
ENR_0000139017,STU_00006986,CRS_00000279,Summer,2021,A-,3.36,1
ENR_0000139018,STU_00006986,CRS_00000406,Summer,2023,B+,3.08,3
ENR_0000139019,STU_00006986,CRS_00000113,Summer,2023,B+,3.29,4
ENR_0000139020,STU_00006986,CRS_00000454,Fall,2021,B-,2.49,3
ENR_0000139021,STU_00006986,CRS_00000195,Spring,2021,B+,3.04,3
ENR_0000139022,STU_00006986,CRS_00000163,Spring,2025,A-,3.47,3
ENR_0000139023,STU_00006986,CRS_00000120,Fall,2023,B+,3.25,3
ENR_0000139024,STU_00006986,CRS_00000218,Summer,2021,B+,3.09,4
ENR_0000139025,STU_00006986,CRS_00000247,Summer,2021,B+,3.11,3
ENR_0000139026,STU_00006986,CRS_00000210,Summer,2022,A-,3.3,3
ENR_0000139027,STU_00006986,CRS_00000107,Summer,2024,C,2.23,3
ENR_0000139028,STU_00006986,CRS_00000273,Fall,2024,B,2.73,3
ENR_0000139029,STU_00006986,CRS_00000435,Fall,2021,B-,2.56,3
ENR_0000139030,STU_00006986,CRS_00000006,Fall,2022,B-,2.5,4
ENR_0000139031,STU_00006986,CRS_00000356,Summer,2021,B-,2.42,3
ENR_0000139032,STU_00006986,CRS_00000283,Fall,2024,B,2.95,2
ENR_0000139033,STU_00006986,CRS_00000334,Spring,2023,B,2.79,3
ENR_0000139034,STU_00006986,CRS_00000076,Summer,2023,B-,2.59,2
ENR_0000139035,STU_00006986,CRS_00000338,Fall,2021,C,2.09,3
ENR_0000139036,STU_00006987,CRS_00000293,Summer,2018,A-,3.58,4
ENR_0000139037,STU_00006987,CRS_00000330,Fall,2017,B,2.9,3
ENR_0000139038,STU_00006987,CRS_00000111,Summer,2018,B,2.94,3
ENR_0000139039,STU_00006987,CRS_00000261,Spring,2018,B,2.76,3
ENR_0000139040,STU_00006987,CRS_00000031,Fall,2019,A-,3.59,3
ENR_0000139041,STU_00006987,CRS_00000016,Summer,2023,A-,3.39,3
ENR_0000139042,STU_00006987,CRS_00000413,Summer,2025,B+,3.01,3
ENR_0000139043,STU_00006987,CRS_00000279,Fall,2021,A-,3.55,1
ENR_0000139044,STU_00006987,CRS_00000475,Spring,2023,B+,3.09,3
ENR_0000139045,STU_00006987,CRS_00000291,Spring,2019,A,3.91,2
ENR_0000139046,STU_00006987,CRS_00000239,Summer,2018,B+,3.13,3
ENR_0000139047,STU_00006987,CRS_00000118,Fall,2020,A-,3.49,3
ENR_0000139048,STU_00006987,CRS_00000301,Spring,2019,A-,3.59,1
ENR_0000139049,STU_00006987,CRS_00000039,Fall,2022,A,3.81,4
ENR_0000139050,STU_00006987,CRS_00000157,Spring,2018,A-,3.32,4
ENR_0000139051,STU_00006987,CRS_00000274,Summer,2020,B+,3.29,3
ENR_0000139052,STU_00006987,CRS_00000242,Spring,2017,A-,3.55,3
ENR_0000139053,STU_00006987,CRS_00000307,Fall,2018,A-,3.37,3
ENR_0000139054,STU_00006987,CRS_00000144,Fall,2019,B,2.75,3
ENR_0000139055,STU_00006987,CRS_00000442,Spring,2020,A-,3.59,4
ENR_0000139056,STU_00006987,CRS_00000466,Fall,2021,B-,2.64,3
ENR_0000139057,STU_00006987,CRS_00000441,Fall,2017,B+,3.12,3
ENR_0000139058,STU_00006987,CRS_00000203,Fall,2018,A,3.73,3
ENR_0000139059,STU_00006987,CRS_00000318,Fall,2024,B+,3.08,3
ENR_0000139060,STU_00006987,CRS_00000171,Fall,2023,D,1.78,4
ENR_0000139061,STU_00006987,CRS_00000070,Summer,2018,A-,3.68,3
ENR_0000139062,STU_00006987,CRS_00000029,Spring,2021,B+,3.03,1
ENR_0000139063,STU_00006987,CRS_00000051,Summer,2018,A,3.87,3
ENR_0000139064,STU_00006987,CRS_00000099,Fall,2025,B+,3.03,4
ENR_0000139065,STU_00006987,CRS_00000037,Spring,2018,B+,3.03,2
ENR_0000139066,STU_00006987,CRS_00000421,Summer,2021,A-,3.39,3
ENR_0000139067,STU_00006987,CRS_00000141,Summer,2022,B+,3.08,2
ENR_0000139068,STU_00006987,CRS_00000487,Spring,2021,B+,3.22,3
ENR_0000139069,STU_00006987,CRS_00000309,Fall,2020,B-,2.61,3
ENR_0000139070,STU_00006987,CRS_00000369,Spring,2018,A-,3.46,3
ENR_0000139071,STU_00006987,CRS_00000338,Spring,2022,B,2.7,3
ENR_0000139072,STU_00006988,CRS_00000354,Summer,2024,C,2.24,1
ENR_0000139073,STU_00006988,CRS_00000303,Spring,2023,A,3.73,4
ENR_0000139074,STU_00006988,CRS_00000067,Summer,2024,B+,3.29,3
ENR_0000139075,STU_00006988,CRS_00000025,Spring,2022,A-,3.32,3
ENR_0000139076,STU_00006988,CRS_00000030,Spring,2025,D,1.73,3
ENR_0000139077,STU_00006988,CRS_00000053,Fall,2023,B-,2.36,3
ENR_0000139078,STU_00006988,CRS_00000092,Fall,2022,B-,2.33,3
ENR_0000139079,STU_00006988,CRS_00000176,Summer,2022,B-,2.3,3
ENR_0000139080,STU_00006988,CRS_00000065,Spring,2022,B+,3.04,3
