grant_id,pi_id,award_amount,funding_agency,start_date,end_date,department,status,publication_count
GNT_0000001044,FAC_00000325,106010,Private Foundation,2019-01-10,2021-01-09,College of Natural Sciences,Completed,1
GNT_0000001045,FAC_00000581,299474,EPA,2024-02-06,2027-02-05,College of Natural Sciences,Active,9
GNT_0000001046,FAC_00000179,259508,DOE,2023-10-04,2028-10-02,College of Natural Sciences,Active,17
GNT_0000001047,FAC_00000428,58377,DOD,2020-09-05,2025-09-04,College of Natural Sciences,Completed,3
GNT_0000001048,FAC_00000180,90095,NSF,2023-09-23,2025-09-22,College of Natural Sciences,Completed,5
GNT_0000001049,FAC_00000013,251780,EPA,2021-06-04,2024-06-03,College of Natural Sciences,Completed,10
GNT_0000001050,FAC_00000552,112180,USDA,2024-09-04,2026-09-04,College of Natural Sciences,Active,1
GNT_0000001051,FAC_00000035,56214,Industrial Partner,2024-11-14,2027-11-14,College of Natural Sciences,Active,4
GNT_0000001052,FAC_00000420,210344,USDA,2021-02-21,2023-02-21,College of Natural Sciences,Completed,1
GNT_0000001053,FAC_00000211,42244,NIH,2024-03-26,2028-03-25,College of Natural Sciences,Active,1
GNT_0000001054,FAC_00000388,350373,NSF,2022-11-11,2026-11-10,College of Natural Sciences,Active,8
GNT_0000001055,FAC_00000003,57842,DOD,2018-06-19,2021-06-18,College of Natural Sciences,Completed,1
GNT_0000001056,FAC_00000685,34599,NSF,2018-01-10,2020-01-10,College of Natural Sciences,Completed,0
GNT_0000001057,FAC_00000074,332717,Industrial Partner,2024-11-28,2026-11-28,College of Natural Sciences,Active,6
GNT_0000001058,FAC_00000291,20445,NIH,2022-07-04,2025-07-03,College of Natural Sciences,Completed,1
GNT_0000001059,FAC_00000100,13637,DOE,2021-01-02,2024-01-02,College of Natural Sciences,Completed,0
GNT_0000001060,FAC_00000188,21656,DOC,2018-08-20,2021-08-19,College of Natural Sciences,Completed,0
GNT_0000001061,FAC_00000399,156632,NSF,2020-03-08,2023-03-08,College of Natural Sciences,Completed,6
GNT_0000001062,FAC_00000694,86561,Industrial Partner,2021-01-09,2025-01-08,College of Natural Sciences,Completed,4
GNT_0000001063,FAC_00000515,326331,NIH,2022-07-14,2026-07-13,College of Natural Sciences,Completed,13
GNT_0000001064,FAC_00000015,177310,Private Foundation,2020-01-02,2024-01-01,College of Natural Sciences,Completed,4
GNT_0000001065,FAC_00000658,136051,DOD,2020-02-05,2021-02-04,College of Natural Sciences,Completed,1
GNT_0000001066,FAC_00000349,25296,EPA,2020-09-08,2022-09-08,College of Natural Sciences,Completed,0
GNT_0000001067,FAC_00000407,301191,DOD,2024-09-05,2027-09-05,College of Natural Sciences,Active,12
GNT_0000001068,FAC_00000655,1256674,EPA,2018-08-03,2021-08-02,College of Natural Sciences,Completed,42
GNT_0000001069,FAC_00000644,235055,DOE,2023-01-03,2028-01-02,College of Natural Sciences,Active,15
GNT_0000001070,FAC_00000268,2241772,Industrial Partner,2021-12-24,2026-12-23,College of Natural Sciences,Active,106
GNT_0000001071,FAC_00000666,1009215,DOE,2020-03-07,2022-03-07,College of Natural Sciences,Completed,26
GNT_0000001072,FAC_00000204,1483371,DOC,2019-03-19,2023-03-18,College of Natural Sciences,Completed,54
GNT_0000001073,FAC_00000152,386603,DOC,2021-12-21,2022-12-21,College of Natural Sciences,Completed,4
GNT_0000001074,FAC_00000233,36679,NSF,2023-07-03,2024-07-02,College of Natural Sciences,Completed,0
GNT_0000001075,FAC_00000507,375150,NIH,2024-06-03,2029-06-02,College of Natural Sciences,Active,14
GNT_0000001076,FAC_00000540,56593,DOD,2023-03-01,2028-02-28,College of Natural Sciences,Active,2
GNT_0000001077,FAC_00000194,33172,DOE,2018-11-09,2022-11-08,College of Natural Sciences,Completed,1
GNT_0000001078,FAC_00000149,8422,Industrial Partner,2021-09-23,2022-09-23,College of Natural Sciences,Completed,1
GNT_0000001079,FAC_00000321,40805,DOE,2018-06-01,2021-05-31,College of Natural Sciences,Completed,0
GNT_0000001080,FAC_00000356,136252,DOC,2024-08-24,2028-08-23,College of Natural Sciences,Active,11
GNT_0000001081,FAC_00000143,31481,DOE,2023-07-14,2026-07-13,College of Natural Sciences,Completed,0
GNT_0000001082,FAC_00000496,2588936,DOC,2024-06-08,2027-06-08,College of Natural Sciences,Active,79
GNT_0000001083,FAC_00000429,1241763,DOE,2024-12-25,2027-12-25,College of Natural Sciences,Active,37
GNT_0000001084,FAC_00000292,149689,DOD,2018-05-10,2021-05-09,College of Natural Sciences,Completed,2
GNT_0000001085,FAC_00000341,80100,Industrial Partner,2023-07-24,2026-07-23,College of Natural Sciences,Active,4
GNT_0000001086,FAC_00000439,291584,USDA,2022-01-10,2023-01-10,College of Natural Sciences,Completed,2
GNT_0000001087,FAC_00000065,85329,NIH,2020-11-06,2022-11-06,College of Natural Sciences,Completed,5
GNT_0000001088,FAC_00000458,56468,USDA,2020-03-15,2022-03-15,College of Natural Sciences,Completed,1
GNT_0000001089,FAC_00000048,148066,DOD,2020-07-08,2023-07-08,College of Natural Sciences,Completed,6
GNT_0000001090,FAC_00000566,440154,NIH,2018-11-10,2021-11-09,College of Natural Sciences,Completed,14
GNT_0000001091,FAC_00000323,185568,EPA,2023-07-27,2025-07-26,College of Natural Sciences,Completed,7
GNT_0000001092,FAC_00000240,7977,DOD,2022-01-04,2026-01-03,College of Natural Sciences,Completed,0
GNT_0000001093,FAC_00000566,88800,DOD,2020-10-03,2022-10-03,College of Natural Sciences,Completed,1
GNT_0000001094,FAC_00000291,47115,NIH,2024-06-08,2028-06-07,College of Natural Sciences,Active,0
GNT_0000001095,FAC_00000642,83687,DOE,2022-01-12,2024-01-12,College of Natural Sciences,Completed,0
GNT_0000001096,FAC_00000153,618299,EPA,2020-08-24,2023-08-24,College of Natural Sciences,Completed,19
GNT_0000001097,FAC_00000021,434194,DOD,2024-12-26,2025-12-26,College of Natural Sciences,Completed,5
GNT_0000001098,FAC_00000159,501957,NSF,2021-11-07,2024-11-06,College of Natural Sciences,Completed,19
GNT_0000001099,FAC_00000370,445257,Industrial Partner,2018-12-10,2020-12-09,College of Natural Sciences,Completed,7
GNT_0000001100,FAC_00000287,5000000,Industrial Partner,2021-08-28,2022-08-28,College of Natural Sciences,Completed,65
GNT_0000001101,FAC_00000608,138585,NIH,2024-03-09,2027-03-09,College of Natural Sciences,Active,6
GNT_0000001102,FAC_00000574,5000,DOC,2023-04-12,2024-04-11,College of Natural Sciences,Completed,0
GNT_0000001103,FAC_00000137,6030,DOD,2019-09-14,2023-09-13,College of Natural Sciences,Completed,0
GNT_0000001104,FAC_00000137,18254,DOD,2018-02-16,2022-02-15,College of Natural Sciences,Completed,0
GNT_0000001105,FAC_00000550,14284,Industrial Partner,2021-07-18,2025-07-17,College of Natural Sciences,Completed,0
GNT_0000001106,FAC_00000453,34450,DOD,2020-03-06,2024-03-05,College of Natural Sciences,Completed,1
GNT_0000001107,FAC_00000418,654296,EPA,2019-06-25,2021-06-24,College of Natural Sciences,Completed,12
GNT_0000001108,FAC_00000173,62380,NIH,2024-02-24,2027-02-23,College of Natural Sciences,Active,4
GNT_0000001109,FAC_00000081,179189,Industrial Partner,2019-11-05,2024-11-03,College of Natural Sciences,Cancelled,14
GNT_0000001110,FAC_00000537,5000,DOD,2018-08-22,2021-08-21,College of Natural Sciences,Completed,0
GNT_0000001111,FAC_00000623,79023,USDA,2022-03-13,2026-03-12,College of Natural Sciences,Completed,3
GNT_0000001112,FAC_00000031,88811,NSF,2024-08-01,2029-07-31,College of Natural Sciences,Active,7
GNT_0000001113,FAC_00000473,3236978,Industrial Partner,2021-09-13,2023-09-13,College of Natural Sciences,Completed,68
GNT_0000001114,FAC_00000632,317272,USDA,2022-07-23,2024-07-22,College of Natural Sciences,Completed,5
GNT_0000001115,FAC_00000157,57504,NSF,2022-07-12,2026-07-11,College of Natural Sciences,Completed,1
GNT_0000001116,FAC_00000114,15458,EPA,2018-12-26,2022-12-25,College of Natural Sciences,Completed,1
GNT_0000001117,FAC_00000552,409689,EPA,2018-07-05,2022-07-04,College of Natural Sciences,Completed,13
GNT_0000001118,FAC_00000626,74425,DOC,2018-03-09,2023-03-08,College of Natural Sciences,Completed,3
GNT_0000001119,FAC_00000497,5000000,DOC,2024-02-20,2026-02-19,College of Natural Sciences,Completed,104
GNT_0000001120,FAC_00000064,41915,USDA,2021-08-14,2023-08-14,College of Natural Sciences,Completed,0
GNT_0000001121,FAC_00000479,120635,NSF,2019-09-15,2022-09-14,College of Natural Sciences,Completed,6
GNT_0000001122,FAC_00000619,107373,NIH,2022-09-28,2027-09-27,College of Natural Sciences,Active,9
GNT_0000001123,FAC_00000190,115032,USDA,2021-05-26,2025-05-25,College of Natural Sciences,Completed,7
GNT_0000001124,FAC_00000598,50600,DOE,2020-10-10,2022-10-10,College of Natural Sciences,Completed,0
GNT_0000001125,FAC_00000176,207690,DOE,2024-08-15,2027-08-15,College of Natural Sciences,Active,5
GNT_0000001126,FAC_00000233,44757,Industrial Partner,2022-02-22,2024-02-22,College of Natural Sciences,Completed,0
GNT_0000001127,FAC_00000083,127845,DOE,2018-03-19,2021-03-18,College of Natural Sciences,Cancelled,4
GNT_0000001128,FAC_00000270,29158,USDA,2024-01-21,2028-01-20,College of Natural Sciences,Active,1
GNT_0000001129,FAC_00000329,1051466,DOD,2022-04-12,2023-04-12,College of Natural Sciences,Completed,12
GNT_0000001130,FAC_00000027,442338,DOD,2024-01-02,2027-01-01,College of Natural Sciences,Active,18
GNT_0000001131,FAC_00000511,1427725,NSF,2024-07-04,2026-07-04,College of Natural Sciences,Completed,26
GNT_0000001132,FAC_00000261,663248,EPA,2018-09-10,2023-09-09,College of Natural Sciences,Completed,22
GNT_0000001133,FAC_00000458,2506883,NIH,2020-09-19,2023-09-19,College of Natural Sciences,Completed,75
GNT_0000001134,FAC_00000441,44425,Industrial Partner,2019-08-10,2020-08-09,College of Natural Sciences,Completed,1
GNT_0000001135,FAC_00000461,1759817,DOC,2022-03-05,2025-03-04,College of Natural Sciences,Completed,53
GNT_0000001136,FAC_00000026,995141,USDA,2023-04-11,2025-04-10,College of Natural Sciences,Completed,16
GNT_0000001137,FAC_00000388,5000,NIH,2020-05-26,2025-05-25,College of Natural Sciences,Completed,0
GNT_0000001138,FAC_00000664,511747,DOD,2022-04-10,2027-04-09,College of Natural Sciences,Active,13
GNT_0000001139,FAC_00000047,71279,DOD,2023-01-10,2025-01-09,College of Natural Sciences,Completed,0
GNT_0000001140,FAC_00000568,26878,Industrial Partner,2018-12-14,2021-12-13,College of Natural Sciences,Completed,1
GNT_0000001141,FAC_00000408,268099,NSF,2021-12-25,2025-12-24,College of Natural Sciences,Completed,9
GNT_0000001142,FAC_00000367,113204,Industrial Partner,2024-07-18,2028-07-17,College of Natural Sciences,Active,4
GNT_0000001143,FAC_00000198,64744,NSF,2023-03-04,2028-03-02,College of Natural Sciences,Active,2
GNT_0000001144,FAC_00000577,43024,DOD,2023-03-03,2027-03-02,College of Natural Sciences,Active,4
GNT_0000001145,FAC_00000074,6922,Industrial Partner,2020-06-26,2024-06-25,College of Natural Sciences,Completed,1
GNT_0000001146,FAC_00000623,485538,DOC,2022-11-14,2025-11-13,College of Natural Sciences,Completed,18
GNT_0000001147,FAC_00000412,337080,Industrial Partner,2024-05-20,2026-05-20,College of Natural Sciences,Completed,9
GNT_0000001148,FAC_00000510,528293,EPA,2020-12-25,2023-12-25,College of Natural Sciences,Completed,16
GNT_0000001149,FAC_00000273,96441,DOC,2023-06-06,2026-06-05,College of Natural Sciences,Completed,5
GNT_0000001150,FAC_00000528,358548,USDA,2024-06-09,2028-06-08,College of Natural Sciences,Active,7
GNT_0000001151,FAC_00000530,403018,EPA,2019-10-26,2022-10-25,College of Natural Sciences,Completed,16
GNT_0000001152,FAC_00000240,177374,Industrial Partner,2021-03-01,2025-02-28,College of Natural Sciences,Completed,10
GNT_0000001153,FAC_00000491,574059,Industrial Partner,2020-07-22,2025-07-21,College of Natural Sciences,Completed,26
GNT_0000001154,FAC_00000591,85084,USDA,2023-12-09,2025-12-08,College of Natural Sciences,Completed,3
GNT_0000001155,FAC_00000340,183203,DOC,2019-05-21,2021-05-20,College of Natural Sciences,Completed,5
GNT_0000001156,FAC_00000465,149608,DOC,2022-02-25,2026-02-24,College of Natural Sciences,Completed,7
GNT_0000001157,FAC_00000351,33273,NSF,2018-02-04,2021-02-03,College of Natural Sciences,Completed,0
GNT_0000001158,FAC_00000296,59825,NIH,2022-11-23,2025-11-22,College of Natural Sciences,Completed,3
GNT_0000001159,FAC_00000181,667074,USDA,2022-10-16,2024-10-15,College of Natural Sciences,Cancelled,13
GNT_0000001160,FAC_00000075,16483,Industrial Partner,2021-04-18,2023-04-18,College of Natural Sciences,Completed,0
GNT_0000001161,FAC_00000539,5000,DOC,2018-09-03,2021-09-02,College of Natural Sciences,Completed,1
GNT_0000001162,FAC_00000101,196557,NIH,2018-09-05,2022-09-04,College of Natural Sciences,Completed,11
GNT_0000001163,FAC_00000192,1264054,EPA,2018-08-08,2020-08-07,College of Natural Sciences,Completed,18
GNT_0000001164,FAC_00000430,1838424,EPA,2020-01-28,2024-01-27,College of Natural Sciences,Completed,70
GNT_0000001165,FAC_00000099,169986,NSF,2023-11-14,2026-11-13,College of Natural Sciences,Active,1
GNT_0000001166,FAC_00000623,95027,DOE,2022-04-10,2025-04-09,College of Natural Sciences,Completed,2
GNT_0000001167,FAC_00000492,983740,DOC,2020-04-11,2022-04-11,College of Natural Sciences,Completed,25
GNT_0000001168,FAC_00000423,194841,EPA,2020-11-19,2024-11-18,College of Natural Sciences,Completed,8
GNT_0000001169,FAC_00000105,259465,DOD,2019-05-17,2024-05-15,College of Natural Sciences,Completed,12
GNT_0000001170,FAC_00000170,210672,NSF,2021-09-26,2022-09-26,College of Natural Sciences,Completed,3
GNT_0000001171,FAC_00000150,561678,NIH,2022-03-24,2024-03-23,College of Natural Sciences,Completed,10
GNT_0000001172,FAC_00000644,103896,USDA,2022-02-17,2023-02-17,College of Natural Sciences,Cancelled,3
GNT_0000001173,FAC_00000426,185637,NSF,2019-09-09,2021-09-08,College of Natural Sciences,Completed,3
GNT_0000001174,FAC_00000299,17475,DOE,2019-10-26,2022-10-25,College of Natural Sciences,Completed,0
GNT_0000001175,FAC_00000336,91226,EPA,2023-07-18,2024-07-17,College of Natural Sciences,Completed,0
GNT_0000001176,FAC_00000115,334197,DOC,2019-01-13,2024-01-12,College of Natural Sciences,Completed,19
GNT_0000001177,FAC_00000377,23959,NIH,2019-07-09,2022-07-08,College of Natural Sciences,Completed,0
GNT_0000001178,FAC_00000398,293501,USDA,2022-01-12,2026-01-11,College of Natural Sciences,Completed,13
GNT_0000001179,FAC_00000226,115696,USDA,2021-02-27,2024-02-27,College of Natural Sciences,Cancelled,2
GNT_0000001180,FAC_00000196,124644,DOC,2021-02-02,2023-02-02,College of Natural Sciences,Completed,5
GNT_0000001181,FAC_00000668,951782,Private Foundation,2020-03-03,2023-03-03,College of Natural Sciences,Completed,26
GNT_0000001182,FAC_00000131,85858,DOC,2023-03-27,2026-03-26,College of Natural Sciences,Cancelled,1
GNT_0000001183,FAC_00000464,1926595,USDA,2020-06-10,2021-06-10,College of Natural Sciences,Completed,17
GNT_0000001184,FAC_00000135,152859,NSF,2023-04-22,2025-04-21,College of Natural Sciences,Completed,0
GNT_0000001185,FAC_00000561,274239,DOD,2021-12-09,2025-12-08,College of Natural Sciences,Completed,14
GNT_0000001186,FAC_00000066,5000000,DOE,2021-02-26,2024-02-26,College of Natural Sciences,Completed,152
GNT_0000001187,FAC_00000208,269415,USDA,2018-12-06,2019-12-06,College of Natural Sciences,Completed,4
GNT_0000001188,FAC_00000680,146056,DOC,2020-04-28,2022-04-28,College of Natural Sciences,Completed,1
GNT_0000001189,FAC_00000286,520506,DOE,2023-01-04,2025-01-03,College of Natural Sciences,Completed,5
GNT_0000001190,FAC_00000064,148761,DOE,2024-12-13,2025-12-13,College of Natural Sciences,Completed,1
GNT_0000001191,FAC_00000413,223580,DOC,2022-01-10,2026-01-09,College of Natural Sciences,Completed,7
GNT_0000001192,FAC_00000259,251921,Industrial Partner,2020-10-24,2022-10-24,College of Natural Sciences,Completed,12
GNT_0000001193,FAC_00000611,995605,USDA,2024-09-14,2029-09-13,College of Natural Sciences,Active,49
GNT_0000001194,FAC_00000568,46575,Private Foundation,2021-01-27,2023-01-27,College of Natural Sciences,Completed,1
GNT_0000001195,FAC_00000139,1267298,EPA,2023-04-16,2025-04-15,College of Natural Sciences,Cancelled,21
GNT_0000001196,FAC_00000456,36044,Industrial Partner,2023-03-04,2028-03-02,College of Natural Sciences,Active,2
GNT_0000001197,FAC_00000105,31564,NSF,2020-12-24,2023-12-24,College of Natural Sciences,Completed,2
GNT_0000001198,FAC_00000252,393873,NSF,2022-11-28,2027-11-27,College of Natural Sciences,Active,23
GNT_0000001199,FAC_00000675,21255,Industrial Partner,2018-09-13,2021-09-12,College of Natural Sciences,Cancelled,1
GNT_0000001200,FAC_00000105,312004,DOE,2021-01-02,2023-01-02,College of Natural Sciences,Completed,7
GNT_0000001201,FAC_00000290,224928,Industrial Partner,2019-04-06,2020-04-05,College of Natural Sciences,Completed,6
GNT_0000001202,FAC_00000069,98543,DOD,2022-01-23,2024-01-23,College of Natural Sciences,Completed,0
GNT_0000001203,FAC_00000017,43080,Private Foundation,2021-04-04,2024-04-03,College of Natural Sciences,Completed,2
GNT_0000001204,FAC_00000691,232970,DOE,2024-10-15,2027-10-15,College of Natural Sciences,Active,5
GNT_0000001205,FAC_00000631,3369753,EPA,2022-09-27,2027-09-26,College of Natural Sciences,Active,168
GNT_0000001206,FAC_00000051,718688,EPA,2024-10-20,2025-10-20,College of Natural Sciences,Completed,7
GNT_0000001207,FAC_00000375,868914,USDA,2020-10-02,2022-10-02,College of Natural Sciences,Completed,25
GNT_0000001208,FAC_00000180,72885,Industrial Partner,2023-02-03,2027-02-02,College of Natural Sciences,Active,3
GNT_0000001209,FAC_00000185,345444,DOE,2022-05-02,2025-05-01,College of Natural Sciences,Completed,11
GNT_0000001210,FAC_00000381,23959,Private Foundation,2019-01-07,2021-01-06,College of Natural Sciences,Completed,0
GNT_0000001211,FAC_00000171,67148,Private Foundation,2021-05-16,2024-05-15,College of Natural Sciences,Completed,2
GNT_0000001212,FAC_00000316,130288,USDA,2020-02-08,2024-02-07,College of Natural Sciences,Completed,5
GNT_0000001213,FAC_00000125,158223,USDA,2021-02-25,2023-02-25,College of Natural Sciences,Completed,4
GNT_0000001214,FAC_00000526,32250,NIH,2024-12-16,2029-12-15,College of Natural Sciences,Active,3
GNT_0000001215,FAC_00000400,33175,Industrial Partner,2022-12-04,2025-12-03,College of Natural Sciences,Completed,1
GNT_0000001216,FAC_00000547,23493,NIH,2018-10-27,2021-10-26,College of Natural Sciences,Completed,0
GNT_0000001217,FAC_00000599,383463,DOD,2020-08-25,2024-08-24,College of Natural Sciences,Completed,10
GNT_0000001218,FAC_00000573,552390,Industrial Partner,2022-11-18,2025-11-17,College of Natural Sciences,Completed,18
GNT_0000001219,FAC_00000544,212061,EPA,2022-07-02,2027-07-01,College of Natural Sciences,Active,8
GNT_0000001220,FAC_00000429,3569250,Industrial Partner,2023-12-04,2026-12-03,College of Natural Sciences,Active,109
GNT_0000001221,FAC_00000189,276873,USDA,2021-11-25,2024-11-24,College of Natural Sciences,Completed,7
GNT_0000001222,FAC_00000252,675938,NIH,2023-07-05,2026-07-04,College of Natural Sciences,Completed,28
GNT_0000001223,FAC_00000470,111358,Private Foundation,2020-06-22,2023-06-22,College of Natural Sciences,Completed,3
GNT_0000001224,FAC_00000276,498447,DOC,2022-12-20,2025-12-19,College of Natural Sciences,Completed,12
GNT_0000001225,FAC_00000107,74639,Private Foundation,2018-01-24,2023-01-23,College of Natural Sciences,Completed,3
GNT_0000001226,FAC_00000523,100426,DOD,2022-09-09,2024-09-08,College of Natural Sciences,Completed,3
GNT_0000001227,FAC_00000380,5000,NIH,2023-02-19,2025-02-18,College of Natural Sciences,Completed,0
GNT_0000001228,FAC_00000305,226805,DOC,2019-11-10,2022-11-09,College of Natural Sciences,Completed,3
GNT_0000001229,FAC_00000003,56889,EPA,2024-11-15,2026-11-15,College of Natural Sciences,Active,1
GNT_0000001230,FAC_00000110,468425,DOE,2019-09-11,2021-09-10,College of Natural Sciences,Completed,6
GNT_0000001231,FAC_00000695,128704,NSF,2023-06-01,2026-05-31,College of Natural Sciences,Completed,2
GNT_0000001232,FAC_00000617,5000,DOD,2022-11-04,2025-11-03,College of Natural Sciences,Completed,0
GNT_0000001233,FAC_00000612,1419699,Private Foundation,2023-02-07,2026-02-06,College of Natural Sciences,Cancelled,46
GNT_0000001234,FAC_00000125,50555,NIH,2019-08-11,2022-08-10,College of Natural Sciences,Completed,0
GNT_0000001235,FAC_00000295,602196,Private Foundation,2020-04-11,2023-04-11,College of Natural Sciences,Completed,19
GNT_0000001236,FAC_00000592,146489,Private Foundation,2020-09-06,2023-09-06,College of Natural Sciences,Completed,1
GNT_0000001237,FAC_00000297,37760,Private Foundation,2020-12-04,2025-12-03,College of Natural Sciences,Completed,2
GNT_0000001238,FAC_00000346,378463,Private Foundation,2021-01-16,2024-01-16,College of Natural Sciences,Completed,9
GNT_0000001239,FAC_00000277,74524,USDA,2018-03-18,2023-03-17,College of Natural Sciences,Completed,3
GNT_0000001240,FAC_00000112,933346,NSF,2023-09-22,2026-09-21,College of Natural Sciences,Active,27
GNT_0000001241,FAC_00000481,11905,USDA,2023-08-17,2028-08-15,College of Natural Sciences,Active,0
GNT_0000001242,FAC_00000086,103935,EPA,2024-12-01,2027-12-01,College of Natural Sciences,Active,4
GNT_0000001243,FAC_00000303,332863,DOC,2020-08-05,2022-08-05,College of Natural Sciences,Completed,5
GNT_0000001244,FAC_00000652,8607,NIH,2024-08-20,2025-08-20,College of Natural Sciences,Completed,0
GNT_0000001245,FAC_00000052,162030,EPA,2020-01-23,2021-01-22,College of Natural Sciences,Completed,1
GNT_0000001246,FAC_00000404,266110,USDA,2019-04-15,2021-04-14,College of Natural Sciences,Completed,6
GNT_0000001247,FAC_00000205,39103,USDA,2021-02-14,2023-02-14,College of Natural Sciences,Completed,0
GNT_0000001248,FAC_00000068,468976,DOD,2019-02-14,2020-02-14,College of Natural Sciences,Completed,6
GNT_0000001249,FAC_00000350,103528,DOC,2020-01-18,2024-01-17,College of Natural Sciences,Completed,5
GNT_0000001250,FAC_00000526,60722,EPA,2019-12-17,2021-12-16,College of Natural Sciences,Completed,1
GNT_0000001251,FAC_00000686,258044,USDA,2023-02-25,2025-02-24,College of Natural Sciences,Completed,5
GNT_0000001252,FAC_00000379,335945,DOC,2024-10-16,2029-10-15,College of Natural Sciences,Active,17
GNT_0000001253,FAC_00000212,351860,DOD,2024-03-05,2025-03-05,College of Natural Sciences,Completed,2
GNT_0000001254,FAC_00000578,3184127,DOE,2021-04-22,2022-04-22,College of Natural Sciences,Completed,40
GNT_0000001255,FAC_00000424,231483,DOE,2019-10-25,2022-10-24,College of Natural Sciences,Completed,9
GNT_0000001256,FAC_00000467,132299,NIH,2021-10-21,2023-10-21,College of Natural Sciences,Completed,2
GNT_0000001257,FAC_00000292,2376851,USDA,2018-07-09,2020-07-08,College of Natural Sciences,Completed,48
GNT_0000001258,FAC_00000113,34544,EPA,2020-08-16,2023-08-16,College of Natural Sciences,Completed,0
GNT_0000001259,FAC_00000155,104118,NSF,2020-02-18,2022-02-17,College of Natural Sciences,Completed,3
GNT_0000001260,FAC_00000432,250325,Private Foundation,2018-04-16,2021-04-15,College of Natural Sciences,Completed,8
GNT_0000001261,FAC_00000283,689262,NIH,2023-06-27,2027-06-26,College of Natural Sciences,Active,29
GNT_0000001262,FAC_00000666,77461,USDA,2021-04-02,2023-04-02,College of Natural Sciences,Completed,0
GNT_0000001263,FAC_00000014,122471,Private Foundation,2018-08-14,2021-08-13,College of Natural Sciences,Completed,1
GNT_0000001264,FAC_00000285,948984,USDA,2022-09-28,2024-09-27,College of Natural Sciences,Completed,23
GNT_0000001265,FAC_00000552,885490,DOE,2022-02-01,2025-01-31,College of Natural Sciences,Completed,26
GNT_0000001266,FAC_00000035,768842,Industrial Partner,2024-03-26,2027-03-26,College of Natural Sciences,Active,15
GNT_0000001267,FAC_00000275,146149,Industrial Partner,2021-05-18,2024-05-17,College of Natural Sciences,Completed,7
GNT_0000001268,FAC_00000202,236395,Private Foundation,2018-01-22,2023-01-21,College of Natural Sciences,Completed,17
GNT_0000001269,FAC_00000115,472447,USDA,2023-12-23,2025-12-22,College of Natural Sciences,Completed,13
GNT_0000001270,FAC_00000122,252429,NSF,2019-09-12,2021-09-11,College of Natural Sciences,Completed,5
GNT_0000001271,FAC_00000531,582460,EPA,2019-06-15,2022-06-14,College of Natural Sciences,Completed,20
GNT_0000001272,FAC_00000666,9740,EPA,2020-09-02,2022-09-02,College of Natural Sciences,Completed,0
GNT_0000001273,FAC_00000432,5000,Industrial Partner,2024-01-06,2027-01-05,College of Natural Sciences,Active,0
GNT_0000001274,FAC_00000433,529443,EPA,2023-11-09,2026-11-08,College of Natural Sciences,Active,20
GNT_0000001275,FAC_00000625,386109,USDA,2023-11-28,2028-11-26,College of Natural Sciences,Active,15
GNT_0000001276,FAC_00000458,257856,Private Foundation,2018-05-07,2023-05-06,College of Natural Sciences,Completed,12
GNT_0000001277,FAC_00000051,614861,NIH,2020-03-07,2022-03-07,College of Natural Sciences,Completed,12
GNT_0000001278,FAC_00000262,57211,DOE,2020-07-06,2025-07-05,College of Natural Sciences,Completed,3
GNT_0000001279,FAC_00000059,34762,Private Foundation,2024-03-27,2028-03-26,College of Natural Sciences,Active,2
GNT_0000001280,FAC_00000263,3706072,DOD,2020-02-13,2022-02-12,College of Natural Sciences,Completed,71
GNT_0000001281,FAC_00000300,159458,DOC,2020-10-02,2021-10-02,College of Natural Sciences,Completed,2
GNT_0000001282,FAC_00000687,231003,Industrial Partner,2024-07-20,2027-07-20,College of Natural Sciences,Active,5
GNT_0000001283,FAC_00000330,62988,DOD,2019-11-25,2020-11-24,College of Natural Sciences,Completed,1
GNT_0000001284,FAC_00000686,1159330,DOC,2023-07-18,2024-07-17,College of Natural Sciences,Completed,7
GNT_0000001285,FAC_00000138,363806,DOE,2020-06-28,2024-06-27,College of Natural Sciences,Completed,13
GNT_0000001286,FAC_00000563,217614,DOE,2019-08-09,2021-08-08,College of Natural Sciences,Completed,7
GNT_0000001287,FAC_00000096,174778,DOC,2018-07-22,2023-07-21,College of Natural Sciences,Cancelled,4
GNT_0000001288,FAC_00000381,607511,NSF,2020-08-01,2024-07-31,College of Natural Sciences,Completed,35
GNT_0000001289,FAC_00000642,552806,NIH,2021-07-26,2024-07-25,College of Natural Sciences,Completed,22
GNT_0000001290,FAC_00000635,267267,NIH,2023-08-22,2027-08-21,College of Natural Sciences,Active,10
GNT_0000001291,FAC_00000579,1170373,Industrial Partner,2019-11-12,2021-11-11,College of Natural Sciences,Completed,20
GNT_0000001292,FAC_00000102,59135,EPA,2019-02-14,2024-02-13,College of Natural Sciences,Completed,2
GNT_0000001293,FAC_00000244,230510,Private Foundation,2021-10-23,2026-10-22,College of Natural Sciences,Active,12
GNT_0000001294,FAC_00000442,169792,EPA,2020-02-08,2025-02-06,College of Natural Sciences,Completed,10
GNT_0000001295,FAC_00000500,637116,NIH,2020-10-28,2025-10-27,College of Natural Sciences,Completed,35
GNT_0000001296,FAC_00000327,173598,Industrial Partner,2021-06-23,2024-06-22,College of Natural Sciences,Completed,6
GNT_0000001297,FAC_00000043,96947,Industrial Partner,2024-12-05,2026-12-05,College of Natural Sciences,Active,1
GNT_0000001298,FAC_00000448,24838,NIH,2019-02-11,2021-02-10,College of Natural Sciences,Completed,0
